"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","16","PR75075","WAVERLY PLACE CONDO","1114 SW 2ND","","FORT LAUDERDALE","FL","33312","2026","","",""
"Condominium Project","62","PR1S019598","WAVERLY TOWERS CONDO","100 WAVERLY WAY","","CLEARWATER","FL","346166061","2026","156","156","0"
"Condominium Project","62","PR1S019598","WAVERLY TOWERS CONDO","100 WAVERLY WAY","","CLEARWATER","FL","346166061","2025","156","188.76","0"
"Condominium Project","62","PR1S019598","WAVERLY TOWERS CONDO","100 WAVERLY WAY","","CLEARWATER","FL","346166061","2024","156","171.6","0"
"Condominium Project","62","PR1S019598","WAVERLY TOWERS CONDO","100 WAVERLY WAY","","CLEARWATER","FL","346166061","2023","156","156","0"
"Condominium Project","62","PR1S019598","WAVERLY TOWERS CONDO","100 WAVERLY WAY","","CLEARWATER","FL","346166061","2022","156","188.76","0"
"Condominium Project","23","PR1S021728","WAVES CONDO THE","9455 COLLINS AVENUE","","SURFSIDE","FL","331554","2022","440","440","0"
"Condominium Project","23","PR1S021728","WAVES CONDO THE","9455 COLLINS AVENUE","","SURFSIDE","FL","331554","2024","440","440","0"
"Condominium Project","23","PR1S021728","WAVES CONDO THE","9455 COLLINS AVENUE","","SURFSIDE","FL","331554","2023","440","440","0"
"Condominium Project","23","PR1S021728","WAVES CONDO THE","9455 COLLINS AVENUE","","SURFSIDE","FL","331554","2025","440","440","0"
"Condominium Project","23","PR1S021728","WAVES CONDO THE","9455 COLLINS AVENUE","","SURFSIDE","FL","331554","2026","","",""
"Condominium Project","62","PR70111","WAVES, A CONDO THE","600 71ST AVENUE","","ST.PETE BEACH","FL","33706","2022","76","76","0"
"Condominium Project","62","PR70111","WAVES, A CONDO THE","600 71ST AVENUE","","ST.PETE BEACH","FL","33706","2023","76","76","0"
"Condominium Project","62","PR70111","WAVES, A CONDO THE","600 71ST AVENUE","","ST.PETE BEACH","FL","33706","2024","76","76","0"
"Condominium Project","62","PR70111","WAVES, A CONDO THE","600 71ST AVENUE","","ST.PETE BEACH","FL","33706","2025","76","83.6","0"
"Condominium Project","62","PR70111","WAVES, A CONDO THE","600 71ST AVENUE","","ST.PETE BEACH","FL","33706","2026","76","76","0"
"Condominium Project","56","PR1V002908","WAYMAR CONDO","306 BARRACUDA AVENUE","","FORT WALTON BEACH","FL","325486117","2026","32","32","0"
"Condominium Project","56","PR1V002908","WAYMAR CONDO","306 BARRACUDA AVENUE","","FORT WALTON BEACH","FL","325486117","2025","32","32","0"
"Condominium Project","56","PR1V002908","WAYMAR CONDO","306 BARRACUDA AVENUE","","FORT WALTON BEACH","FL","325486117","2024","32","32","0"
"Condominium Project","56","PR1V002908","WAYMAR CONDO","306 BARRACUDA AVENUE","","FORT WALTON BEACH","FL","325486117","2023","32","32","0"
"Condominium Project","56","PR1V002908","WAYMAR CONDO","306 BARRACUDA AVENUE","","FORT WALTON BEACH","FL","325486117","2022","32","32","0"
"Condominium Project","16","PR1S016597","WAYNE HOUSE","3051 N.E. 47TH COURT","","FORT LAUDERDALE","FL","333085357","2025","120","120","0"
"Condominium Project","16","PR1S016597","WAYNE HOUSE","3051 N.E. 47TH COURT","","FORT LAUDERDALE","FL","333085357","2026","","",""
"Condominium Project","16","PR1S016597","WAYNE HOUSE","3051 N.E. 47TH COURT","","FORT LAUDERDALE","FL","333085357","2024","120","120","0"
"Condominium Project","16","PR1S016597","WAYNE HOUSE","3051 N.E. 47TH COURT","","FORT LAUDERDALE","FL","333085357","2022","120","120","0"
"Condominium Project","16","PR1S016597","WAYNE HOUSE","3051 N.E. 47TH COURT","","FORT LAUDERDALE","FL","333085357","2023","120","120","0"
"Condominium Project","23","PR74045","WAYSIDE CONDO","7710 SW 98TH STREET","","KENDALL","FL","33156","2022","80","80","0"
"Condominium Project","23","PR74045","WAYSIDE CONDO","7710 SW 98TH STREET","","KENDALL","FL","33156","2023","80","80","0"
"Condominium Project","23","PR74045","WAYSIDE CONDO","7710 SW 98TH STREET","","KENDALL","FL","33156","2024","80","80","0"
"Condominium Project","23","PR74045","WAYSIDE CONDO","7710 SW 98TH STREET","","KENDALL","FL","33156","2025","80","80","0"
"Condominium Project","23","PR74045","WAYSIDE CONDO","7710 SW 98TH STREET","","KENDALL","FL","33156","2026","80","80","0"
"Condominium Project","46","PR1V005048","WAYWARD WIND CONDO","S.E. 40TH STREET","","CAPE CORAL","FL","33904","2023","40","40","0"
"Condominium Project","46","PR1V005048","WAYWARD WIND CONDO","S.E. 40TH STREET","","CAPE CORAL","FL","33904","2022","40","40","0"
"Condominium Project","46","PR1V005048","WAYWARD WIND CONDO","S.E. 40TH STREET","","CAPE CORAL","FL","33904","2024","40","40","0"
"Condominium Project","46","PR1V005048","WAYWARD WIND CONDO","S.E. 40TH STREET","","CAPE CORAL","FL","33904","2025","40","40","0"
"Condominium Project","46","PR1V005048","WAYWARD WIND CONDO","S.E. 40TH STREET","","CAPE CORAL","FL","33904","2026","40","40","0"
"Condominium Project","29","PR73334","WAYWARD WINDS CONDOMINIUM","633 EAST GORRIE DRIVE","","ST. GEORGE ISLAND","FL","32328","2022","20","26.62","0"
"Condominium Project","29","PR73334","WAYWARD WINDS CONDOMINIUM","633 EAST GORRIE DRIVE","","ST. GEORGE ISLAND","FL","32328","2023","20","20","0"
"Condominium Project","29","PR73334","WAYWARD WINDS CONDOMINIUM","633 EAST GORRIE DRIVE","","ST. GEORGE ISLAND","FL","32328","2024","20","20","0"
"Condominium Project","29","PR73334","WAYWARD WINDS CONDOMINIUM","633 EAST GORRIE DRIVE","","ST. GEORGE ISLAND","FL","32328","2025","20","22","0"
"Condominium Project","29","PR73334","WAYWARD WINDS CONDOMINIUM","633 EAST GORRIE DRIVE","","ST. GEORGE ISLAND","FL","32328","2026","","",""
"Condominium Project","66","PR74735","WEATHERBEE VILLAS, A CONDO","316 HERNANDO STREET","APT D","FORT PIERCE","FL","34949","2022","48","0","63.89"
"Condominium Project","66","PR74735","WEATHERBEE VILLAS, A CONDO","316 HERNANDO STREET","APT D","FORT PIERCE","FL","34949","2023","48","0","70.28"
"Condominium Project","66","PR74735","WEATHERBEE VILLAS, A CONDO","316 HERNANDO STREET","APT D","FORT PIERCE","FL","34949","2024","48","0","77.31"
"Condominium Project","66","PR74735","WEATHERBEE VILLAS, A CONDO","316 HERNANDO STREET","APT D","FORT PIERCE","FL","34949","2025","48","0","79.76"
"Condominium Project","66","PR74735","WEATHERBEE VILLAS, A CONDO","316 HERNANDO STREET","APT D","FORT PIERCE","FL","34949","2026","","",""
"Condominium Project","29","PR1S001874","WEATHERED WOOD","516 E GORRIE DR","","ST GEORGE ISLAND","FL","32579","2026","16","16","0"
"Condominium Project","29","PR1S001874","WEATHERED WOOD","516 E GORRIE DR","","ST GEORGE ISLAND","FL","32579","2025","16","16","0"
"Condominium Project","29","PR1S001874","WEATHERED WOOD","516 E GORRIE DR","","ST GEORGE ISLAND","FL","32579","2024","16","16","0"
"Condominium Project","29","PR1S001874","WEATHERED WOOD","516 E GORRIE DR","","ST GEORGE ISLAND","FL","32579","2022","16","16","0"
"Condominium Project","29","PR1S001874","WEATHERED WOOD","516 E GORRIE DR","","ST GEORGE ISLAND","FL","32579","2023","16","16","0"
"Condominium Project","58","PR1V022935","WEATHERLY CONDOS AT CENTRAL PARK, THE","1649-1/2 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2026","","",""
"Condominium Project","58","PR1V022935","WEATHERLY CONDOS AT CENTRAL PARK, THE","1649-1/2 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2025","544","544","0"
"Condominium Project","58","PR1V022935","WEATHERLY CONDOS AT CENTRAL PARK, THE","1649-1/2 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2024","544","544","0"
"Condominium Project","58","PR1V022935","WEATHERLY CONDOS AT CENTRAL PARK, THE","1649-1/2 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2022","544","544","0"
"Condominium Project","58","PR1V022935","WEATHERLY CONDOS AT CENTRAL PARK, THE","1649-1/2 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2023","544","544","0"
"Condominium Project","58","PR1V023144","WEATHERLY YACHT CLUB CONDOS AT LAKE JESSAMINE, THE","409 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2023","400","400","0"
"Condominium Project","58","PR1V023144","WEATHERLY YACHT CLUB CONDOS AT LAKE JESSAMINE, THE","409 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2022","400","400","0"
"Condominium Project","58","PR1V023144","WEATHERLY YACHT CLUB CONDOS AT LAKE JESSAMINE, THE","409 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2024","400","400","0"
"Condominium Project","58","PR1V023144","WEATHERLY YACHT CLUB CONDOS AT LAKE JESSAMINE, THE","409 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2025","400","400","0"
"Condominium Project","58","PR1V023144","WEATHERLY YACHT CLUB CONDOS AT LAKE JESSAMINE, THE","409 WEST OAK RIDGE ROAD","","ORLANDO","FL","32809","2026","400","400","0"
"Condominium Project","62","PR1S008466","WEATHERLY, THE","9415 BLIND PASS ROAD","","ST. PETERSBURG","FL","337061313","2023","280","280","0"
"Condominium Project","62","PR1S008466","WEATHERLY, THE","9415 BLIND PASS ROAD","","ST. PETERSBURG","FL","337061313","2022","280","280","0"
"Condominium Project","62","PR1S008466","WEATHERLY, THE","9415 BLIND PASS ROAD","","ST. PETERSBURG","FL","337061313","2024","280","280","0"
"Condominium Project","62","PR1S008466","WEATHERLY, THE","9415 BLIND PASS ROAD","","ST. PETERSBURG","FL","337061313","2025","280","280","0"
"Condominium Project","62","PR1S008466","WEATHERLY, THE","9415 BLIND PASS ROAD","","ST. PETERSBURG","FL","337061313","2026","280","280","0"
"Condominium Project","21","PR1V013487","WEATHERWOOD, A CONDO","215 & 225 FIFTH ST S","","NAPLES","FL","33940","2026","","",""
"Condominium Project","21","PR1V013487","WEATHERWOOD, A CONDO","215 & 225 FIFTH ST S","","NAPLES","FL","33940","2024","","",""
"Condominium Project","21","PR1V013487","WEATHERWOOD, A CONDO","215 & 225 FIFTH ST S","","NAPLES","FL","33940","2025","","",""
"Condominium Project","21","PR1V013487","WEATHERWOOD, A CONDO","215 & 225 FIFTH ST S","","NAPLES","FL","33940","2023","","",""
"Condominium Project","21","PR1V013487","WEATHERWOOD, A CONDO","215 & 225 FIFTH ST S","","NAPLES","FL","33940","2022","","",""
"Condominium Project","58","PR71564","WEBER CONDO","1608 AND 1610 WEBER STREET","","ORLANDO","FL","32803","2022","","",""
"Condominium Project","58","PR71564","WEBER CONDO","1608 AND 1610 WEBER STREET","","ORLANDO","FL","32803","2023","","",""
"Condominium Project","58","PR71564","WEBER CONDO","1608 AND 1610 WEBER STREET","","ORLANDO","FL","32803","2024","","",""
"Condominium Project","58","PR71564","WEBER CONDO","1608 AND 1610 WEBER STREET","","ORLANDO","FL","32803","2025","","",""
"Condominium Project","58","PR71564","WEBER CONDO","1608 AND 1610 WEBER STREET","","ORLANDO","FL","32803","2026","","",""
"Condominium Project","21","PR1P024797","WEDGE WOOD I AT PELICAN STRAND, A CONDO","5435 J AA","","NAPLES","FL","34109","2026","288","288","0"
"Condominium Project","21","PR1P024797","WEDGE WOOD I AT PELICAN STRAND, A CONDO","5435 J AA","","NAPLES","FL","34109","2025","288","288","0"
"Condominium Project","21","PR1P024797","WEDGE WOOD I AT PELICAN STRAND, A CONDO","5435 J AA","","NAPLES","FL","34109","2024","288","288","0"
"Condominium Project","21","PR1P024797","WEDGE WOOD I AT PELICAN STRAND, A CONDO","5435 J AA","","NAPLES","FL","34109","2023","288","288","0"
"Condominium Project","21","PR1P024797","WEDGE WOOD I AT PELICAN STRAND, A CONDO","5435 J AA","","NAPLES","FL","34109","2022","288","288","0"
"Condominium Project","21","PR1P024944","WEDGE WOOD II AT PELICAN STRAND, A CONDO","PELICAN STRAND BLVD","","NAPLES","FL","34110","2022","320","320","0"
"Condominium Project","21","PR1P024944","WEDGE WOOD II AT PELICAN STRAND, A CONDO","PELICAN STRAND BLVD","","NAPLES","FL","34110","2023","320","352","0"
"Condominium Project","21","PR1P024944","WEDGE WOOD II AT PELICAN STRAND, A CONDO","PELICAN STRAND BLVD","","NAPLES","FL","34110","2024","320","387.2","0"
"Condominium Project","21","PR1P024944","WEDGE WOOD II AT PELICAN STRAND, A CONDO","PELICAN STRAND BLVD","","NAPLES","FL","34110","2025","320","320","0"
"Condominium Project","21","PR1P024944","WEDGE WOOD II AT PELICAN STRAND, A CONDO","PELICAN STRAND BLVD","","NAPLES","FL","34110","2026","320","320","0"
"Condominium Project","46","PR1P000900","WEDGEWOOD AT BONITA BAY I","3750 BONITA BAY BOULEVARD","","BONITA SPRINGS","FL","339238623","2026","216","216","0"
"Condominium Project","46","PR1P000900","WEDGEWOOD AT BONITA BAY I","3750 BONITA BAY BOULEVARD","","BONITA SPRINGS","FL","339238623","2024","216","216","0"
"Condominium Project","46","PR1P000900","WEDGEWOOD AT BONITA BAY I","3750 BONITA BAY BOULEVARD","","BONITA SPRINGS","FL","339238623","2022","216","216","0"
"Condominium Project","46","PR1P000900","WEDGEWOOD AT BONITA BAY I","3750 BONITA BAY BOULEVARD","","BONITA SPRINGS","FL","339238623","2025","216","216","0"
"Condominium Project","46","PR1P000900","WEDGEWOOD AT BONITA BAY I","3750 BONITA BAY BOULEVARD","","BONITA SPRINGS","FL","339238623","2023","216","216","0"
"Condominium Project","46","PR1P021106","WEDGEWOOD AT BONITA BAY II, A CONDO","8910 TERRENE COURT SUITE 200","","BONITA SPRINGS","FL","34135","2022","216","216","0"
"Condominium Project","46","PR1P021106","WEDGEWOOD AT BONITA BAY II, A CONDO","8910 TERRENE COURT SUITE 200","","BONITA SPRINGS","FL","34135","2026","216","216","0"
"Condominium Project","46","PR1P021106","WEDGEWOOD AT BONITA BAY II, A CONDO","8910 TERRENE COURT SUITE 200","","BONITA SPRINGS","FL","34135","2025","216","216","0"
"Condominium Project","46","PR1P021106","WEDGEWOOD AT BONITA BAY II, A CONDO","8910 TERRENE COURT SUITE 200","","BONITA SPRINGS","FL","34135","2023","216","216","0"
"Condominium Project","46","PR1P021106","WEDGEWOOD AT BONITA BAY II, A CONDO","8910 TERRENE COURT SUITE 200","","BONITA SPRINGS","FL","34135","2024","216","216","0"
"Condominium Project","46","PR1M023513","WEDGEWOOD AT LEXINGTON CONDO #1","BAYBERRY BEND","","FORT MYERS","FL","33908","2026","296","296","0"
"Condominium Project","46","PR1M023513","WEDGEWOOD AT LEXINGTON CONDO #1","BAYBERRY BEND","","FORT MYERS","FL","33908","2025","296","296","0"
"Condominium Project","46","PR1M023513","WEDGEWOOD AT LEXINGTON CONDO #1","BAYBERRY BEND","","FORT MYERS","FL","33908","2024","296","296","0"
"Condominium Project","46","PR1M023513","WEDGEWOOD AT LEXINGTON CONDO #1","BAYBERRY BEND","","FORT MYERS","FL","33908","2022","296","296","0"
"Condominium Project","46","PR1M023513","WEDGEWOOD AT LEXINGTON CONDO #1","BAYBERRY BEND","","FORT MYERS","FL","33908","2023","296","296","0"
"Condominium Project","46","PR1M024094","WEDGEWOOD AT LEXINGTON CONDO #2","BAYBERRY BEND","","FORT MYERS","FL","33908","2024","336","336","0"
"Condominium Project","46","PR1M024094","WEDGEWOOD AT LEXINGTON CONDO #2","BAYBERRY BEND","","FORT MYERS","FL","33908","2022","336","336","0"
"Condominium Project","46","PR1M024094","WEDGEWOOD AT LEXINGTON CONDO #2","BAYBERRY BEND","","FORT MYERS","FL","33908","2023","336","336","0"
"Condominium Project","46","PR1M024094","WEDGEWOOD AT LEXINGTON CONDO #2","BAYBERRY BEND","","FORT MYERS","FL","33908","2026","336","336","0"
"Condominium Project","46","PR1M024094","WEDGEWOOD AT LEXINGTON CONDO #2","BAYBERRY BEND","","FORT MYERS","FL","33908","2025","336","336","0"
"Condominium Project","46","PR1M023795","WEDGEWOOD AT LEXINGTON CONDO #3","BAYBERRY ROAD","","FORT MYERS","FL","33908","2026","320","320","0"
"Condominium Project","46","PR1M023795","WEDGEWOOD AT LEXINGTON CONDO #3","BAYBERRY ROAD","","FORT MYERS","FL","33908","2024","320","320","0"
"Condominium Project","46","PR1M023795","WEDGEWOOD AT LEXINGTON CONDO #3","BAYBERRY ROAD","","FORT MYERS","FL","33908","2025","320","320","0"
"Condominium Project","46","PR1M023795","WEDGEWOOD AT LEXINGTON CONDO #3","BAYBERRY ROAD","","FORT MYERS","FL","33908","2022","320","320","0"
"Condominium Project","46","PR1M023795","WEDGEWOOD AT LEXINGTON CONDO #3","BAYBERRY ROAD","","FORT MYERS","FL","33908","2023","320","320","0"
"Condominium Project","21","PR1U024626","WEDGEWOOD AT VANDERBILT CONDO #1","DANBURY BOULEVARD","","NAPLES","FL","34119","2022","384","384","0"
"Condominium Project","21","PR1U024626","WEDGEWOOD AT VANDERBILT CONDO #1","DANBURY BOULEVARD","","NAPLES","FL","34119","2023","384","384","0"
"Condominium Project","21","PR1U024626","WEDGEWOOD AT VANDERBILT CONDO #1","DANBURY BOULEVARD","","NAPLES","FL","34119","2024","384","384","0"
"Condominium Project","21","PR1U024626","WEDGEWOOD AT VANDERBILT CONDO #1","DANBURY BOULEVARD","","NAPLES","FL","34119","2026","384","384","0"
"Condominium Project","21","PR1U024626","WEDGEWOOD AT VANDERBILT CONDO #1","DANBURY BOULEVARD","","NAPLES","FL","34119","2025","384","384","0"
"Condominium Project","21","PR1M025045","WEDGEWOOD AT VANDERBILT CONDO #2","DANBURY BOULEVARD","","NAPLES","FL","34119","2023","472","472","0"
"Condominium Project","21","PR1M025045","WEDGEWOOD AT VANDERBILT CONDO #2","DANBURY BOULEVARD","","NAPLES","FL","34119","2022","472","472","0"
"Condominium Project","21","PR1M025045","WEDGEWOOD AT VANDERBILT CONDO #2","DANBURY BOULEVARD","","NAPLES","FL","34119","2024","472","472","0"
"Condominium Project","21","PR1M025045","WEDGEWOOD AT VANDERBILT CONDO #2","DANBURY BOULEVARD","","NAPLES","FL","34119","2026","472","472","0"
"Condominium Project","21","PR1M025045","WEDGEWOOD AT VANDERBILT CONDO #2","DANBURY BOULEVARD","","NAPLES","FL","34119","2025","472","472","0"
"Condominium Project","21","PR1M025325","WEDGEWOOD AT VANDERBILT CONDO #3","RADCIFFE TERRACE","","NAPLES","FL","34119","2025","496","496","0"
"Condominium Project","21","PR1M025325","WEDGEWOOD AT VANDERBILT CONDO #3","RADCIFFE TERRACE","","NAPLES","FL","34119","2026","496","496","0"
"Condominium Project","21","PR1M025325","WEDGEWOOD AT VANDERBILT CONDO #3","RADCIFFE TERRACE","","NAPLES","FL","34119","2024","496","496","0"
"Condominium Project","21","PR1M025325","WEDGEWOOD AT VANDERBILT CONDO #3","RADCIFFE TERRACE","","NAPLES","FL","34119","2023","496","496","0"
"Condominium Project","21","PR1M025325","WEDGEWOOD AT VANDERBILT CONDO #3","RADCIFFE TERRACE","","NAPLES","FL","34119","2022","496","496","0"
"Condominium Project","68","PR1S001083","WEDGEWOOD COMMONS","1815-1839 TAMIAMI TRAIL NORTH","","NOKOMIS","FL","33555","2022","52","52","0"
"Condominium Project","68","PR1S001083","WEDGEWOOD COMMONS","1815-1839 TAMIAMI TRAIL NORTH","","NOKOMIS","FL","33555","2023","52","52","0"
"Condominium Project","68","PR1S001083","WEDGEWOOD COMMONS","1815-1839 TAMIAMI TRAIL NORTH","","NOKOMIS","FL","33555","2024","52","52","0"
"Condominium Project","68","PR1S001083","WEDGEWOOD COMMONS","1815-1839 TAMIAMI TRAIL NORTH","","NOKOMIS","FL","33555","2025","52","52","0"
"Condominium Project","68","PR1S001083","WEDGEWOOD COMMONS","1815-1839 TAMIAMI TRAIL NORTH","","NOKOMIS","FL","33555","2026","52","52","0"
"Condominium Project","16","PR1M012465","WEDGEWOOD CONDO","6300 N.W. 94TH AVENUE","","TAMARAC","FL","333213552","2026","","",""
"Condominium Project","16","PR1M012465","WEDGEWOOD CONDO","6300 N.W. 94TH AVENUE","","TAMARAC","FL","333213552","2025","20","0","22"
"Condominium Project","16","PR1M012465","WEDGEWOOD CONDO","6300 N.W. 94TH AVENUE","","TAMARAC","FL","333213552","2024","20","20","0"
